name	x	y	z
F10	0.07049013674259186	0.06997984647750854	-0.013155918568372726
AF8	0.05422545596957207	0.09983161836862564	0.024915071204304695
AF4	0.03422985225915909	0.10981126874685287	0.05711667612195015
F2	0.02796790562570095	0.09186996519565582	0.0957799181342125
FCz	-0.0012714337790384889	0.06345979124307632	0.12657198309898376
Fp2	0.02840948849916458	0.11534630507230759	0.027721257880330086
Fz	-0.0012292786268517375	0.09327445179224014	0.10263929516077042
FC1	-0.03571586683392525	0.061714060604572296	0.11798301339149475
AFz	-0.0012373895151540637	0.11373993009328842	0.07038366049528122
F1	-0.029043953865766525	0.09144847840070724	0.09661865234375
Fp1	-0.030902596190571785	0.11458518356084824	0.027866574004292488
AF3	-0.03518601506948471	0.10912957042455673	0.05643921345472336
F3	-0.05180904641747475	0.08668790012598038	0.07871409505605698
AF7	-0.05636066570878029	0.09915152192115784	0.025141289457678795
F5	-0.0660540908575058	0.08023978024721146	0.05377107858657837
FC5	-0.07890598475933075	0.051367390900850296	0.06296234577894211
FC3	-0.0618523433804512	0.05713329091668129	0.09376583248376846
C1	-0.03793783113360405	0.026337454095482826	0.12977060675621033
F9	-0.07172633707523346	0.07010037451982498	-0.012633170932531357
F7	-0.0718766301870346	0.07310353219509125	0.02579045668244362
FT7	-0.08248931914567947	0.044848743826150894	0.02768058516085148
C3	-0.06714873015880585	0.023358235135674477	0.10451067984104156
CP1	-0.03742513433098793	-0.010824235156178474	0.1334437131881714
FT9	-0.0857965499162674	0.04308171197772026	-0.011575675569474697
C5	-0.08208530396223068	0.019293632358312607	0.06948966532945633
CP3	-0.06547223776578903	-0.01189659908413887	0.1077779233455658
T9	-0.08772226423025131	0.012862661853432655	-0.007711907383054495
T7	-0.08598208427429199	0.014871643856167793	0.031173374503850937
TP7	-0.08675728738307953	-0.014950971119105816	0.035158656537532806
CP5	-0.08151351660490036	-0.013345688581466675	0.07313262671232224
P3	-0.05503823980689049	-0.04421029984951019	0.0999089777469635
CPz	-0.001524912309832871	-0.010518376715481281	0.14154914021492004
TP9	-0.08755584061145782	-0.017629016190767288	-0.0034024089109152555
P7	-0.07445797324180603	-0.042123161256313324	0.041273631155490875
P1	-0.03065362386405468	-0.044927384704351425	0.11947204172611237
Pz	-0.001709452481009066	-0.045212991535663605	0.1266729235649109
PO7	-0.05694862827658653	-0.06592324376106262	0.04790743812918663
PO3	-0.038624610751867294	-0.06736157834529877	0.08241555094718933
O1	-0.03157356381416321	-0.0805683508515358	0.054789647459983826
POz	-0.0018998319283127785	-0.06805410236120224	0.09590999782085419
Oz	-0.0020602536387741566	-0.08278299123048782	0.060736630111932755
PO4	0.034667786210775375	-0.06766213476657867	0.08164653182029724
P2	0.029886385425925255	-0.04503254219889641	0.12074781209230423
O2	0.027683092281222343	-0.08048883825540543	0.05473408102989197
CP2	0.03647195175290108	-0.010903794318437576	0.1328122764825821
PO8	0.05355731397867203	-0.06641694158315659	0.04785097762942314
P4	0.05363600701093674	-0.044334527105093	0.10051602870225906
CP4	0.06469624489545822	-0.011991179548203945	0.10771287232637405
P8	0.07103246450424194	-0.042259979993104935	0.041198864579200745
CP6	0.08140110224485397	-0.013462048023939133	0.07336366921663284
TP10	0.08422219008207321	-0.01876908540725708	-0.003534771502017975
TP8	0.08362231403589249	-0.01508567575365305	0.03505769744515419
C6	0.0816531628370285	0.01969565451145172	0.06948180496692657
C4	0.06532887369394302	0.023573100566864014	0.1036924347281456
C2	0.03589271008968353	0.026358135044574738	0.12841233611106873
T8	0.08326136320829391	0.0152581837028265	0.03097296878695488
FC4	0.06062547490000725	0.057707417756319046	0.09379462152719498
FC2	0.03313097357749939	0.061828482896089554	0.11678169667720795
T10	0.08372876048088074	0.011721628718078136	-0.007669869810342789
FT8	0.08010432124137878	0.045553576201200485	0.02741239033639431
FC6	0.07784660905599594	0.05209880694746971	0.06286710500717163
FT10	0.08239064365625381	0.04227491095662117	-0.011673128232359886
F8	0.07143526524305344	0.07450512051582336	0.02510102652013302
F6	0.06633133441209793	0.08152896165847778	0.05311628058552742
F4	0.05027427151799202	0.08743838220834732	0.07727065682411194
Cz	-0.0013741408474743366	0.027617093175649643	0.14019949734210968
EOG	n/a	n/a	n/a
